id,username,followers_count,friends_count,statuses_count,favourites_count,listed_count,created_at,verified,default_profile,default_profile_image,has_extended_profile,description,location,url,account_type,account_age_days,has_profile_image,bio
real_50,emma_brown,383,551,196,1126,17,2022-12-24T18:51:15.978303,False,False,False,False,Marketing professional | Dog lover,Tokyo,https://example.com,human,1134,True,Marketing professional | Dog lover
real_51,john_davis,1035,57,4912,496,13,2023-10-23T18:51:15.979039,False,False,False,True,"Love coffee, books, and travel",London,,human,831,True,"Love coffee, books, and travel"
real_52,john_smith,868,240,2451,350,48,2022-11-03T18:51:15.979461,False,True,False,True,Software engineer and tech enthusiast,London,,human,1185,True,Software engineer and tech enthusiast
real_53,mike_jones,497,379,3753,715,14,2024-04-01T18:51:15.979849,False,False,False,True,Software engineer and tech enthusiast,London,,human,670,True,Software engineer and tech enthusiast
bot_54,bot_54,40,9553,46552,438,2,2025-12-13T18:51:15.980246,False,False,False,False,,,,bot,49,True,
bot_55,user40527,9,6279,39830,312,2,2025-11-30T18:51:15.980697,False,True,True,False,,,,bot,62,False,
real_56,emma_davis,438,477,4467,2938,5,2018-04-16T18:51:15.981274,False,True,False,True,Marketing professional | Dog lover,Tokyo,,human,2847,True,Marketing professional | Dog lover
real_57,mike_jones,1649,709,750,811,21,2018-06-27T18:51:15.981746,True,False,False,True,"Love coffee, books, and travel",Tokyo,https://example.com,human,2775,True,"Love coffee, books, and travel"
real_58,mike_jones,70,658,1564,860,13,2016-11-30T18:51:15.982144,False,False,False,True,Software engineer and tech enthusiast,New York,,human,3349,True,Software engineer and tech enthusiast
bot_59,user50560,43,5405,8525,39,2,2025-11-30T18:51:15.982472,False,True,True,False,,,,bot,62,False,
bot_60,bot_60,37,3073,37500,374,0,2026-01-24T18:51:15.982819,False,True,False,False,Follow for deals!,,,bot,7,True,Follow for deals!
bot_61,user77419,19,8883,16239,498,3,2026-01-15T18:51:15.983154,False,False,False,False,,,,bot,16,True,
real_62,alex_brown,1321,351,2724,449,48,2019-10-02T18:51:15.983458,False,True,False,False,,London,,human,2313,True,
real_63,mike_davis,57,186,2282,2279,39,2022-08-05T18:51:15.983832,False,True,False,True,"Love coffee, books, and travel",San Francisco,,human,1275,True,"Love coffee, books, and travel"
real_64,alex_davis,1915,870,4881,2878,39,2021-07-30T18:51:15.984148,False,False,False,True,Marketing professional | Dog lover,Tokyo,,human,1646,True,Marketing professional | Dog lover
bot_65,bot_65,39,9826,26886,157,0,2025-11-20T18:51:15.984466,False,True,False,False,,,,bot,72,True,
bot_66,user62361,25,3553,9150,162,0,2025-12-30T18:51:15.984778,False,True,True,False,,,,bot,32,False,
real_67,john_smith,1777,548,2968,1211,5,2023-12-23T18:51:15.985138,False,False,False,True,Marketing professional | Dog lover,New York,,human,770,True,Marketing professional | Dog lover
real_68,sarah_jones,456,776,2850,2422,6,2021-12-29T18:51:15.985482,False,False,False,True,Photographer | Nature lover,Tokyo,,human,1494,True,Photographer | Nature lover
bot_69,user53908,23,8856,8927,251,3,2025-11-05T18:51:15.985806,False,True,True,False,,,,bot,87,False,
bot_70,user35796,47,8643,39902,395,5,2025-12-08T18:51:15.986099,False,True,True,False,,,,bot,54,False,
real_71,mike_brown,990,980,2589,102,14,2018-01-12T18:51:15.986385,False,True,False,True,Software engineer and tech enthusiast,London,,human,2941,True,Software engineer and tech enthusiast
real_72,sarah_davis,1222,794,4397,2093,19,2024-11-10T18:51:15.986673,False,False,False,True,"Love coffee, books, and travel",New York,https://example.com,human,447,True,"Love coffee, books, and travel"
real_73,alex_smith,326,903,2287,339,42,2021-11-23T18:51:15.986963,False,False,False,False,Software engineer and tech enthusiast,London,https://example.com,human,1530,True,Software engineer and tech enthusiast
real_74,sarah_jones,1702,649,3957,760,24,2021-04-23T18:51:15.987259,False,True,True,True,Photographer | Nature lover,Tokyo,,human,1744,False,Photographer | Nature lover
real_75,emma_brown,162,983,2761,2988,20,2018-07-21T18:51:15.987549,False,False,False,True,Photographer | Nature lover,London,https://example.com,human,2751,True,Photographer | Nature lover
real_76,john_davis,398,954,1005,249,48,2020-07-14T18:51:15.987871,False,False,False,True,"Love coffee, books, and travel",London,,human,2027,True,"Love coffee, books, and travel"
bot_77,user1635,31,3473,33147,9,5,2026-01-01T18:51:15.988178,False,False,True,False,,,,bot,30,False,
real_78,mike_davis,798,704,3130,2559,45,2017-10-08T18:51:15.988534,False,False,False,True,Software engineer and tech enthusiast,San Francisco,,human,3037,True,Software engineer and tech enthusiast
real_79,alex_brown,304,979,4323,1416,41,2022-05-27T18:51:15.988851,False,False,False,True,Software engineer and tech enthusiast,,,human,1345,True,Software engineer and tech enthusiast
real_80,sarah_brown,426,434,3961,2244,20,2016-04-04T18:51:15.989186,False,False,False,False,Photographer | Nature lover,,,human,3589,True,Photographer | Nature lover
real_81,john_brown,580,171,2189,2424,29,2023-01-05T18:51:15.989523,False,False,False,True,"Love coffee, books, and travel",London,https://example.com,human,1122,True,"Love coffee, books, and travel"
real_82,sarah_davis,479,128,1326,2466,42,2018-03-31T18:51:15.989880,False,False,False,False,,Tokyo,,human,2863,True,
real_83,alex_brown,376,911,4580,1395,19,2022-11-23T18:51:15.990208,False,False,False,True,Software engineer and tech enthusiast,San Francisco,https://example.com,human,1165,True,Software engineer and tech enthusiast
real_84,emma_jones,1027,629,391,902,1,2017-07-18T18:51:15.990604,False,False,False,True,"Love coffee, books, and travel",London,,human,3119,True,"Love coffee, books, and travel"
real_85,sarah_brown,1551,666,4000,789,17,2022-09-30T18:51:15.991020,False,False,False,True,"Love coffee, books, and travel",San Francisco,https://example.com,human,1219,True,"Love coffee, books, and travel"
bot_86,user95717,37,7469,24404,123,2,2025-11-20T18:51:15.991363,False,True,True,False,,,,bot,72,False,
real_87,john_brown,901,453,2207,103,7,2017-06-22T18:51:15.991742,False,True,False,True,Marketing professional | Dog lover,Tokyo,,human,3145,True,Marketing professional | Dog lover
real_88,mike_brown,1773,958,3712,1220,15,2023-08-01T18:51:15.992090,False,True,False,False,Marketing professional | Dog lover,San Francisco,https://example.com,human,914,True,Marketing professional | Dog lover
real_89,sarah_davis,1481,951,2868,1041,0,2022-07-23T18:51:15.992419,False,False,False,True,"Love coffee, books, and travel",New York,https://example.com,human,1288,True,"Love coffee, books, and travel"
bot_90,user34502,19,9377,8647,419,5,2026-01-19T18:51:15.992726,False,True,False,False,,,,bot,12,True,
real_91,alex_davis,698,632,1456,1132,16,2025-01-04T18:51:15.993029,False,False,False,False,,,,human,392,True,
real_92,mike_brown,1427,590,4019,1090,32,2023-10-24T18:51:15.993382,False,False,True,True,Software engineer and tech enthusiast,London,,human,830,False,Software engineer and tech enthusiast
real_93,emma_jones,1294,711,3311,454,40,2024-04-12T18:51:15.993801,False,False,True,True,Marketing professional | Dog lover,New York,,human,659,False,Marketing professional | Dog lover
bot_94,bot_94,21,3404,8966,276,5,2025-11-19T18:51:15.994178,False,True,False,False,Follow for deals!,,,bot,73,True,Follow for deals!
bot_95,user3845,27,3479,28579,290,3,2025-12-21T18:51:15.994550,False,False,True,False,Follow for deals!,,,bot,41,False,Follow for deals!
bot_96,user42341,25,2434,19010,463,1,2026-01-16T18:51:15.994892,False,False,False,False,,,,bot,15,True,
bot_97,bot_97,31,7893,39023,406,2,2025-12-23T18:51:15.995186,False,True,True,False,,,,bot,39,False,
bot_98,user99514,39,8877,38499,412,1,2026-01-26T18:51:15.995483,False,True,True,False,,,,bot,5,False,
real_99,sarah_smith,1847,785,212,257,13,2024-03-01T18:51:15.995783,False,False,False,True,Marketing professional | Dog lover,San Francisco,,human,701,True,Marketing professional | Dog lover
real_100,emma_jones,1609,841,2247,1093,40,2020-02-08T18:51:15.996073,False,False,False,True,,London,https://example.com,human,2184,True,
real_101,sarah_jones,64,934,3698,1953,29,2017-05-21T18:51:15.996372,False,True,False,False,Marketing professional | Dog lover,San Francisco,,human,3177,True,Marketing professional | Dog lover
bot_102,user98996,18,1703,29373,212,1,2026-01-05T18:51:15.996665,False,True,False,False,Follow for deals!,,,bot,26,True,Follow for deals!
real_103,alex_davis,1242,469,2457,490,1,2018-03-12T18:51:15.996954,False,False,False,True,Marketing professional | Dog lover,San Francisco,,human,2882,True,Marketing professional | Dog lover
real_104,emma_brown,1376,835,710,2342,40,2022-09-27T18:51:15.997241,True,False,False,False,"Love coffee, books, and travel",San Francisco,,human,1222,True,"Love coffee, books, and travel"
real_105,alex_davis,773,553,2387,302,11,2017-06-26T18:51:15.997530,False,False,False,False,Marketing professional | Dog lover,Tokyo,,human,3141,True,Marketing professional | Dog lover
bot_106,bot_106,50,1833,31061,284,0,2025-11-18T18:51:15.997828,False,True,True,False,,,,bot,74,False,
bot_107,bot_107,8,3175,43004,131,1,2025-11-03T18:51:15.998119,False,True,True,False,,,,bot,89,False,
real_108,mike_jones,1460,341,4123,2920,42,2018-01-10T18:51:15.998412,False,True,False,False,,San Francisco,,human,2943,True,
bot_109,user81277,50,1711,41900,372,4,2026-01-27T18:51:15.998706,False,True,True,False,Follow for deals!,,,bot,4,False,Follow for deals!
real_110,alex_brown,1772,901,4568,2038,19,2024-02-21T18:51:15.998997,False,False,False,True,"Love coffee, books, and travel",New York,https://example.com,human,710,True,"Love coffee, books, and travel"
bot_111,bot_111,15,3937,43553,104,1,2025-11-15T18:51:15.999283,False,True,True,False,,,,bot,77,False,
bot_112,bot_112,48,6298,38897,15,5,2025-12-16T18:51:15.999570,False,True,True,False,,,,bot,46,False,
real_113,john_davis,196,850,1752,2233,5,2019-05-03T18:51:15.999866,False,True,False,True,,Tokyo,,human,2465,True,
real_114,john_smith,1285,904,3484,260,12,2019-12-26T18:51:16.000153,False,False,True,True,Marketing professional | Dog lover,,https://example.com,human,2228,False,Marketing professional | Dog lover
real_115,mike_davis,1014,924,1753,187,32,2022-11-01T18:51:16.000455,False,False,False,True,Photographer | Nature lover,,,human,1187,True,Photographer | Nature lover
real_116,mike_jones,606,101,3510,1815,49,2021-09-07T18:51:16.000813,False,False,True,True,"Love coffee, books, and travel",San Francisco,,human,1607,False,"Love coffee, books, and travel"
bot_117,bot_117,1,3924,37498,458,2,2025-12-23T18:51:16.001142,False,True,True,False,,,,bot,39,False,
real_118,sarah_smith,1064,536,3894,1502,37,2021-04-14T18:51:16.001489,False,False,False,True,,Tokyo,https://example.com,human,1753,True,
bot_119,user30994,7,4511,41785,395,3,2025-12-07T18:51:16.001826,False,True,False,False,,,,bot,55,True,
bot_120,bot_120,34,7430,8407,303,1,2025-11-14T18:51:16.002120,False,False,True,False,,,,bot,78,False,
real_121,mike_smith,1220,54,3033,1424,48,2021-08-19T18:51:16.002490,False,False,False,False,Photographer | Nature lover,,,human,1626,True,Photographer | Nature lover
bot_122,user64423,6,4004,40173,391,4,2025-11-05T18:51:16.002810,False,True,False,False,,,,bot,87,True,
real_123,emma_jones,1715,295,3695,1915,15,2016-12-08T18:51:16.003134,False,False,False,True,Software engineer and tech enthusiast,London,,human,3341,True,Software engineer and tech enthusiast
bot_124,user70665,44,3310,47224,304,0,2025-11-28T18:51:16.003454,False,False,True,False,,,,bot,64,False,
bot_125,user80906,5,9422,30948,492,3,2025-12-17T18:51:16.003766,False,False,False,False,,,,bot,45,True,
bot_126,user22172,15,8194,42148,95,3,2025-12-28T18:51:16.004060,False,True,True,False,,,,bot,34,False,
real_127,alex_smith,956,114,1224,584,39,2020-12-05T18:51:16.004361,False,False,False,True,,,,human,1883,True,
real_128,john_jones,884,140,4293,337,47,2018-04-17T18:51:16.004673,False,True,True,False,Marketing professional | Dog lover,New York,,human,2846,False,Marketing professional | Dog lover
real_129,sarah_smith,1691,832,4885,695,10,2022-01-05T18:51:16.005181,False,False,False,False,,New York,,human,1487,True,
real_130,mike_smith,1220,898,674,2776,9,2021-06-08T18:51:16.005704,False,True,False,True,,San Francisco,,human,1698,True,
real_131,john_davis,1354,887,4721,1701,18,2018-08-20T18:51:16.006141,False,False,False,True,Software engineer and tech enthusiast,New York,https://example.com,human,2721,True,Software engineer and tech enthusiast
bot_132,user97994,17,3936,17165,285,4,2025-12-08T18:51:16.006482,False,True,True,False,,,,bot,54,False,
bot_133,bot_133,34,8011,28650,157,0,2025-12-27T18:51:16.006776,False,True,True,False,,,,bot,35,False,
bot_134,user48381,37,1534,5903,408,3,2025-12-24T18:51:16.007064,False,False,True,False,,,,bot,38,False,
real_135,sarah_smith,169,542,1185,2414,48,2021-02-03T18:51:16.007376,True,False,False,True,Photographer | Nature lover,London,https://example.com,human,1823,True,Photographer | Nature lover
real_136,john_jones,1562,479,4864,2730,7,2017-10-10T18:51:16.007674,False,True,True,False,,London,https://example.com,human,3035,False,
real_137,sarah_jones,1855,583,4024,562,26,2023-07-03T18:51:16.007980,False,False,False,True,,New York,,human,943,True,
real_138,mike_smith,669,817,1296,2050,22,2023-11-05T18:51:16.008318,False,False,False,True,Marketing professional | Dog lover,San Francisco,https://example.com,human,818,True,Marketing professional | Dog lover
real_139,mike_davis,565,848,1684,647,10,2023-06-02T18:51:16.008736,False,True,False,False,Marketing professional | Dog lover,Tokyo,,human,974,True,Marketing professional | Dog lover
real_140,john_brown,1486,467,4950,2104,34,2022-01-21T18:51:16.009166,False,True,False,True,Software engineer and tech enthusiast,New York,https://example.com,human,1471,True,Software engineer and tech enthusiast
bot_141,user4589,30,3608,19168,357,1,2025-12-07T18:51:16.009855,False,False,True,False,,,,bot,55,False,
real_142,emma_davis,1859,340,4167,2122,16,2021-01-26T18:51:16.010932,False,False,False,False,Software engineer and tech enthusiast,San Francisco,,human,1831,True,Software engineer and tech enthusiast
bot_143,user98639,40,7555,7035,114,0,2025-11-21T18:51:16.011688,False,True,True,False,,,,bot,71,False,
bot_144,user82776,38,5617,15201,427,3,2025-11-20T18:51:16.012282,False,True,False,False,Follow for deals!,,,bot,72,True,Follow for deals!
real_145,emma_jones,390,831,1860,2668,10,2018-01-10T18:51:16.012818,False,True,False,True,,New York,,human,2943,True,
real_146,mike_brown,1148,548,2982,2398,31,2020-01-16T18:51:16.013370,False,False,False,False,Photographer | Nature lover,Tokyo,https://example.com,human,2207,True,Photographer | Nature lover
real_147,sarah_brown,60,245,1177,1324,20,2020-12-19T18:51:16.013915,False,False,False,True,Software engineer and tech enthusiast,San Francisco,,human,1869,True,Software engineer and tech enthusiast
real_148,alex_brown,1531,117,4690,2056,1,2022-01-22T18:51:16.014281,False,True,False,True,Photographer | Nature lover,Tokyo,https://example.com,human,1470,True,Photographer | Nature lover
bot_149,user12846,9,5281,22220,145,2,2025-12-09T18:51:16.014621,False,True,True,False,,,,bot,53,False,
bot_150,user35124,4,8672,14104,168,0,2026-01-30T18:51:16.014982,False,False,False,False,,,,bot,1,True,
real_151,mike_brown,1417,999,3590,506,38,2019-08-11T18:51:16.015328,False,True,False,False,Photographer | Nature lover,San Francisco,,human,2365,True,Photographer | Nature lover
bot_152,user70569,17,3322,38233,491,3,2025-12-14T18:51:16.015670,False,True,False,False,,,,bot,48,True,
bot_153,user17505,21,7095,12377,103,3,2025-11-24T18:51:16.015997,False,True,False,False,,,,bot,68,True,
real_154,mike_smith,943,412,4657,1653,9,2019-08-07T18:51:16.016316,False,True,True,False,Marketing professional | Dog lover,,,human,2369,False,Marketing professional | Dog lover
bot_155,user25930,12,4952,8409,241,3,2026-01-19T18:51:16.016634,False,True,True,False,Follow for deals!,,,bot,12,False,Follow for deals!
real_156,sarah_smith,364,840,3985,2064,22,2024-12-24T18:51:16.016947,False,False,False,True,"Love coffee, books, and travel",San Francisco,,human,403,True,"Love coffee, books, and travel"
real_157,mike_jones,1639,694,723,308,15,2019-03-24T18:51:16.017275,False,True,False,True,,San Francisco,,human,2505,True,
real_158,alex_davis,1447,216,3893,655,7,2021-04-08T18:51:16.017611,False,False,False,False,,New York,,human,1759,True,
real_159,john_davis,1473,798,4835,1242,46,2024-02-07T18:51:16.017932,False,False,False,True,Photographer | Nature lover,San Francisco,,human,724,True,Photographer | Nature lover
bot_160,user2826,33,2021,18095,194,3,2025-11-08T18:51:16.018248,False,True,False,False,,,,bot,84,True,
bot_161,user46240,19,7598,38072,455,2,2025-11-04T18:51:16.018561,False,True,False,False,,,,bot,88,True,
bot_162,user6752,40,1619,40612,311,3,2025-12-02T18:51:16.018872,False,True,True,False,Follow for deals!,,,bot,60,False,Follow for deals!
real_163,mike_jones,1326,316,3154,2961,18,2024-02-04T18:51:16.019183,False,False,False,True,Photographer | Nature lover,,,human,727,True,Photographer | Nature lover
bot_164,user2730,28,7826,25594,292,2,2025-11-09T18:51:16.019521,False,True,True,False,Follow for deals!,,,bot,83,False,Follow for deals!
real_165,emma_davis,1044,937,2004,976,44,2022-05-16T18:51:16.019837,False,False,False,True,Photographer | Nature lover,San Francisco,https://example.com,human,1356,True,Photographer | Nature lover
bot_166,bot_166,0,2059,45608,262,2,2025-12-19T18:51:16.020196,False,True,True,False,,,,bot,43,False,
real_167,mike_jones,1517,692,2363,180,13,2023-11-14T18:51:16.020561,False,False,False,False,Software engineer and tech enthusiast,London,,human,809,True,Software engineer and tech enthusiast
real_168,john_jones,168,387,4415,2544,32,2024-11-18T18:51:16.020907,False,False,False,True,,New York,https://example.com,human,439,True,
real_169,sarah_jones,1071,350,951,2936,49,2016-11-18T18:51:16.021238,False,False,False,False,Photographer | Nature lover,San Francisco,,human,3361,True,Photographer | Nature lover
real_170,alex_davis,209,134,3716,1819,20,2016-05-17T18:51:16.021727,False,False,False,True,"Love coffee, books, and travel",,,human,3546,True,"Love coffee, books, and travel"
real_171,john_davis,1423,763,2843,2316,16,2020-03-29T18:51:16.022281,False,False,False,True,Photographer | Nature lover,San Francisco,https://example.com,human,2134,True,Photographer | Nature lover
real_172,john_smith,810,271,2915,2955,41,2024-02-02T18:51:16.022649,False,True,False,False,Marketing professional | Dog lover,San Francisco,,human,729,True,Marketing professional | Dog lover
real_173,emma_jones,1371,773,1315,2139,30,2018-09-03T18:51:16.022985,False,True,False,True,Software engineer and tech enthusiast,,https://example.com,human,2707,True,Software engineer and tech enthusiast
real_174,alex_brown,1955,388,2695,1464,16,2021-12-10T18:51:16.023426,False,True,False,True,,,https://example.com,human,1513,True,
bot_175,bot_175,7,2452,30931,422,5,2025-11-07T18:51:16.023845,False,True,True,False,,,,bot,85,False,
bot_176,user1783,25,3013,15420,208,3,2026-01-23T18:51:16.024327,False,True,True,False,,,,bot,8,False,
real_177,john_smith,414,515,4046,1890,28,2019-06-21T18:51:16.024779,False,True,False,True,Marketing professional | Dog lover,New York,https://example.com,human,2416,True,Marketing professional | Dog lover
real_178,sarah_davis,1668,53,2167,1777,9,2017-09-21T18:51:16.025124,False,False,False,True,"Love coffee, books, and travel",,,human,3054,True,"Love coffee, books, and travel"
bot_179,user39376,4,7655,25675,3,4,2025-11-23T18:51:16.025530,False,True,True,False,,,,bot,69,False,
real_180,alex_davis,802,590,2687,2418,17,2024-04-17T18:51:16.025921,False,True,False,True,Software engineer and tech enthusiast,,,human,654,True,Software engineer and tech enthusiast
real_181,emma_smith,1824,182,4364,828,3,2020-04-14T18:51:16.026257,False,True,False,True,Marketing professional | Dog lover,,,human,2118,True,Marketing professional | Dog lover
real_182,alex_smith,478,508,3731,1927,25,2022-09-27T18:51:16.026582,False,False,False,True,Marketing professional | Dog lover,,https://example.com,human,1222,True,Marketing professional | Dog lover
bot_183,user62056,41,3115,20776,29,2,2025-12-31T18:51:16.026901,False,False,True,False,,,,bot,31,False,
bot_184,bot_184,31,1670,15804,115,2,2025-12-15T18:51:16.027235,False,True,False,False,,,,bot,47,True,
bot_185,user16961,2,3683,16837,398,0,2025-12-30T18:51:16.027564,False,False,True,False,,,,bot,32,False,
bot_186,bot_186,3,1403,46017,387,3,2025-12-04T18:51:16.027885,False,True,True,False,Follow for deals!,,,bot,58,False,Follow for deals!
bot_187,user80963,49,8895,11145,120,3,2025-12-31T18:51:16.028202,False,False,False,False,,,,bot,31,True,
bot_188,bot_188,44,2984,48034,285,1,2025-11-19T18:51:16.028526,False,True,False,False,,,,bot,73,True,
bot_189,user44111,1,2620,18335,378,5,2026-01-27T18:51:16.028848,False,True,False,False,,,,bot,4,True,
real_190,mike_smith,52,720,2566,289,17,2020-07-28T18:51:16.029184,False,False,False,True,Marketing professional | Dog lover,Tokyo,,human,2013,True,Marketing professional | Dog lover
