username,followers_count,following_count,follower_following_ratio,posts_count,account_age_days,avg_posts_per_day,has_profile_pic,has_bio,bio_length,username_length,username_has_numbers,avg_likes_per_post,avg_comments_per_post,engagement_rate,posting_regularity,session_duration_avg,login_frequency,burst_posting_score,profile_completeness,verified_status,external_url,avg_caption_length,hashtag_density,spam_word_count,duplicate_content_ratio,label
bot_1156_469,2911,1651.0,1.7631738340399759,11,62,0.1774193548387097,1,1,61,12,1,112,47,5.462040535898317,0.007644019866680884,1.5172519365049986,0.5197815229454006,0.8212460836239837,1.0,0,0,246,0.2623808804181523,0,0.06299634227574807,1
bot_1023_331,244,1455.0,0.1676975945017182,32,66,0.48484848484848486,0,0,0,12,1,0,0,0.0,0.17841228736962944,11.282482134483308,0.8767583839610545,0.8488676866062622,0.4,0,0,7,0.3582246718791293,1,0.929651690933847,1
bot_1885_606,1638,4253.0,0.3851399012461792,41,14,2.9285714285714284,1,1,97,12,1,39,5,2.6862026862026864,0.13939081830301564,4.208783171549871,0.9901113202459071,0.9295620549773342,1.0,0,0,236,0.2936979004357228,0,0.1645090567600053,1
bot_411_362,273,5404.0,0.050518134715025906,43,66,0.6515151515151515,0,0,0,11,1,33,8,15.018315018315018,0.1998949804410062,12.162405368159515,1.736233577821795,0.9366092645013965,0.4,0,0,223,0.37749430165345055,0,0.026556288465913534,1
user2659_genuine_722,110,53.82157399675822,2.04379009812358,246,497,0.4949698189134809,1,1,224,20,1,19,6,22.727272727272727,0.15010960301652077,21.59630344062045,4.435526932994573,0.08472643072183308,1.0,0,1,37,0.3827346909270569,0,0.08419122038747051,0
bot_1865_807,110,186.0,0.5913978494623656,35,50,0.7,0,0,0,12,1,13,5,16.363636363636363,0.2590184199551702,9.343474689679182,1.969695456759731,0.8276064062807845,0.4,0,0,33,0.36483613462633246,1,0.6959304996832233,1
bot_1878_501,171,3251.0,0.05259920024607813,38,103,0.36893203883495146,1,1,62,12,1,26,11,21.637426900584796,0.5577407686250546,18.329995743200687,3.851046362634693,0.2534363301564838,1.0,0,0,122,0.7722674566453274,0,0.17499929078076926,1
user2451_genuine_951,923,755.0,1.2225165562913907,264,801,0.3295880149812734,1,1,200,20,1,129,13,15.384615384615385,0.6834722155532338,147.2636060321428,4.89026189907953,0.09730436234726403,1.0,0,0,151,0.7169178596237631,0,0.15009538250688198,0
bot_96_690,2138,2192.0,0.9753649635036497,35,50,0.7,0,0,0,10,1,222,129,16.417212347988773,0.21027703028371647,7.316677717666377,0.9830684624986912,0.7258480082834984,0.4,0,0,10,0.23976097719725653,7,0.8328794302516385,0
user1144_genuine_448,3559,3664.353323429079,0.9712491361694101,257,2091,0.12290769966523195,1,0,0,20,1,209,167,10.5647653835347,0.839787694917149,76.83817391175756,4.520662166206417,0.06387114508032017,0.6,0,0,167,0.06267626823480343,0,0.5144724794742948,0
bot_328_255,776,5050.0,0.15366336633663366,31,53,0.5849056603773585,1,1,79,11,1,71,19,11.597938144329897,0.16968038989678,10.810880642675713,1.5291067569041155,0.775239738934395,1.0,0,0,70,0.03910130870126567,1,0.5043114783936722,1
user1103_genuine_321,189,155.15285649044378,1.2181535311381195,192,406,0.4729064039408867,0,1,94,20,1,1,11,6.349206349206349,0.8613115006934017,155.80454955989345,3.8267393748777163,0.193983705116494,0.8,0,0,182,0.4194169288968924,0,0.6660797045715873,0
user168_genuine_911,15,29.273073543632055,0.5124162988092871,54,138,0.391304347826087,1,0,0,19,1,2,0,13.333333333333334,0.39362852623703215,55.29024051955199,1.3160287625975897,0.10374318257938829,0.6,0,1,53,0.35369668658073394,0,0.6827612940024945,0
user1670_genuine_980,172,1293.0,0.13302397525135345,1165,2136,0.5454119850187266,1,1,73,20,1,26,12,22.093023255813954,0.8877498065163016,136.85132274950865,1.687332255308878,0.5749671944513466,1.0,0,1,119,0.5414342940307546,0,0.5664442522659059,0
user2570_genuine_142,39986,22940.68701945327,1.7430166745264701,132,281,0.4697508896797153,1,1,64,20,1,5220,1658,17.201020357124992,0.24789092578567107,69.16532318366906,2.2279682335457474,0.7188629466452957,1.0,0,1,325,0.9743690706410285,0,0.5049270752018569,0
user2377_genuine_298,3901,3959.0,0.9853498358171255,208,70,2.9714285714285715,1,0,0,20,1,304,162,11.945654960266598,0.19771545413620573,4.586909921027118,1.832899532792218,0.20363109991116213,0.6,0,1,253,0.9011583240254598,0,0.5071273029305298,0
bot_1645_795,20,694.0,0.02881844380403458,20,5,4.0,1,1,23,12,1,0,0,0.0,0.21524379526037976,8.333358105024908,0.6343419532916689,0.7321027118181113,1.0,0,0,52,0.39398296648485376,0,0.4776112421171157,1
bot_1507_688,1570,2979.0,0.5270224907687143,14,146,0.0958904109589041,0,0,0,12,1,69,8,4.904458598726115,0.1885172136584602,3.013736100175734,0.7386364406478363,0.6817313633662923,0.4,0,0,69,0.08634873875208533,0,0.5851924430724945,0
bot_1112_177,211,1425.0,0.1480701754385965,23,967,0.023784901758014478,1,1,95,12,1,3,0,1.4218009478672986,0.11354507519557558,2.7007811168830997,0.849079414318507,0.9346321876070831,1.0,0,0,43,0.3711194890295404,0,0.589266705406861,0
user23_genuine_127,12,2881.0,0.004165220409580007,354,650,0.5446153846153846,1,1,99,18,1,1,0,8.333333333333332,0.449441545590885,42.83226473548104,1.4765020398283468,0.28827607616421463,1.0,0,1,149,0.2797635071689457,0,0.4219473174163089,0
user2633_genuine_554,4252,3846.4321889283287,1.1054400002784577,29,166,0.1746987951807229,0,0,0,20,1,456,273,17.144873000940734,0.5351053250565457,172.5409604784707,2.906619255096731,0.38283735098041244,0.4,0,0,235,0.15787834526893885,1,0.6093995812604437,0
bot_590_875,2613,7312.0,0.3573577680525164,10,892,0.011210762331838564,1,1,49,11,1,285,140,16.26482969766552,0.17143743631189448,12.168586962418665,0.6876427595112546,0.6587619921710067,1.0,0,0,19,0.08635383485500486,2,0.8718705570406486,1
user2215_genuine_694,121,233.60607844000864,0.5179659742076167,336,768,0.4375,0,0,0,20,1,14,2,13.223140495867769,0.24695897995251387,177.117933965842,2.251660835704618,0.7825832951600171,0.4,0,0,252,0.37444397245315153,0,0.2343439287815112,0
bot_932_600,87,3738.0,0.023274478330658106,46,117,0.39316239316239315,1,1,25,11,1,0,1,1.1494252873563218,0.16288113076301847,3.895655738267049,1.4719530208819354,0.7776013803675117,1.0,0,0,160,0.3138729472648648,0,0.08419109941238818,1
bot_1974_773,2038,5119.0,0.39812463371752294,69,6,11.5,0,0,0,12,1,17,8,1.2266928361138372,0.05426439113341773,11.731630200261979,0.7038216406209692,0.6537254037355834,0.4,0,0,75,0.12131927388151023,6,0.3305483027034589,0
user1907_genuine_847,4209,4784.0,0.8798076923076923,81,30,2.7,0,0,0,20,1,705,245,22.570681872178664,0.1963028249781264,79.32582495994737,2.7077574065605243,0.3759336191164169,0.4,0,0,228,0.2566024347759701,1,0.3536078663958283,1
user84_genuine_338,79,950.0,0.08315789473684211,21,149,0.14093959731543623,0,0,0,18,1,0,1,1.2658227848101267,0.9636189798889301,88.83801981889252,0.7267337536520169,0.4383675911789544,0.4,0,1,312,0.2660192780053807,0,0.08903983388121471,0
user227_genuine_214,98,1908.0,0.051362683438155136,755,1498,0.5040053404539386,1,0,0,19,1,6,4,10.204081632653061,0.8978522739777123,72.95836396992539,4.3420274888527475,0.21366000596506593,0.6,0,0,13,0.006982261880348117,0,0.1643280952074799,0
user296_genuine_343,6,2.19917950877742,2.7282902446356245,279,70,3.9857142857142858,1,0,0,19,1,0,0,0.0,0.22711932822390163,165.8718083345181,0.6494378880014203,0.7640505497009893,0.4,0,0,203,0.40252635549014204,2,0.45517854976556305,0
user1001_genuine_280,69863,3391.0,20.602477145384842,323,2137,0.15114646700982687,1,0,0,20,1,6626,4956,16.578160113364728,0.708138897223547,41.69150172381566,1.557397785286229,0.34204872009655773,0.6,1,0,41,0.932292575873167,0,0.6578786498509734,1
user2138_genuine_622,25618,2658.0,9.638073739653874,666,2285,0.29146608315098466,0,0,0,20,1,5022,935,23.25318135685846,0.24208454268496835,129.32425462222494,1.532514268214736,0.07579117461010361,0.4,0,0,87,0.3502319704395954,0,0.2649743880346923,0
user711_genuine_390,22,10.383963320645293,2.1186515514995916,546,2232,0.2446236559139785,0,1,64,19,1,1,1,9.090909090909092,0.4779167929286209,36.573461485813546,2.1946857541919194,0.30747122236682217,0.8,0,0,300,0.6070286543845467,0,0.6517155953496958,1
bot_51_256,107,668.0,0.1601796407185629,89,90,0.9888888888888889,0,0,0,10,1,2,0,1.8691588785046727,0.2396189673135759,13.604136507641163,1.7204719148529322,0.9122715501109812,0.4,0,0,29,0.14234622820707532,0,0.6475502718059827,1
user2527_genuine_116,53032,3209.0,16.526020567154877,1100,2075,0.5301204819277109,0,1,111,20,1,317,2513,5.336400663750188,0.5572161268486338,130.63893811268863,2.3930385195008403,0.17504612080547002,0.8,1,1,67,0.13077199871020218,0,0.4751556247918966,0
bot_1002_209,56,889.0,0.06299212598425197,45,59,0.7627118644067796,0,0,0,12,1,0,1,1.7857142857142856,0.40240884130627386,23.848448257946878,3.434609265773629,0.3507436181937059,0.4,0,0,70,0.24484067093212047,5,0.42849007887420154,1
bot_571_806,2879,2907.0,0.9903680770553835,21,749,0.028037383177570093,0,0,0,11,1,0,53,1.8409169850642584,0.2830083475503908,2.7161592594912416,1.7028686756680118,0.9364019474326786,0.4,0,0,21,0.330354890259938,0,0.9083204922765586,1
bot_431_643,52,1170.0,0.044444444444444446,29,24,1.2083333333333333,0,0,0,11,1,0,0,0.0,0.2009773618029511,14.598127560061943,1.3996829819089887,0.9659026170121383,0.4,0,0,28,0.3000769493557187,0,0.9733140805103453,1
bot_1433_542,659,4923.0,0.1338614665854154,230,109,2.110091743119266,0,0,0,12,1,8,9,2.579666160849772,0.03866974998910372,6.171834236860063,1.9549574971752115,0.7500115931470124,0.4,0,1,215,0.3824188455391217,0,0.17088098218091818,1
user1615_genuine_735,3036,1605.0,1.891588785046729,206,1839,0.1120174007612833,1,1,91,20,1,64,142,6.785243741765481,0.6528422555001292,96.27709154794775,4.953811685051982,0.6332954895385794,1.0,0,0,154,0.5283706993308375,0,0.5487775482617476,0
bot_274_601,1044,1597.0,0.6537257357545397,18,44,0.4090909090909091,1,1,63,11,1,139,46,17.720306513409962,0.23781608667426782,13.811319342870181,1.7159360169937945,0.8746141179812157,1.0,0,0,31,0.2920258645854579,0,0.6115885292605705,1
user1413_genuine_405,167,165.71538992519294,1.0077519056943773,66,275,0.24,1,0,0,20,1,22,10,19.16167664670659,0.9446196826169888,9.242897812903525,0.2715621866384888,0.3400530641208488,0.6,0,0,113,0.25941375108577436,0,0.42119299925889886,0
user763_genuine_670,10,19.802817453640735,0.5049786487912864,67,544,0.12316176470588236,1,1,230,19,1,0,0,0.0,0.12825966683146703,68.02436966941356,1.0286750757453977,0.20177471461469765,0.8,0,0,20,0.33692819319172485,0,0.1972015327332476,0
user655_genuine_171,1848,2431.0,0.7601809954751131,51,154,0.33116883116883117,1,1,88,19,1,31,139,9.199134199134198,0.7802860234037188,14.991105651250965,4.352811959087641,0.344162157174376,1.0,0,0,300,0.11002124299147664,0,0.1728415465761533,0
bot_2047_978,119,1136.0,0.10475352112676056,22,1,22.0,1,1,118,12,1,3,1,3.361344537815126,0.20742040149350358,2.518695855406429,0.5061695433631691,0.7871515149638941,1.0,0,0,292,0.612934965018429,0,0.017217325299311602,1
bot_1099_243,220,1885.0,0.11671087533156499,220,65,3.3846153846153846,0,0,0,12,1,19,11,13.636363636363635,0.1875929446292173,13.530922168619364,0.7104169459740275,0.6710067190984933,0.4,0,0,60,0.051074251417781505,2,0.8020723098682565,0
bot_1403_145,580,5288.0,0.10968229954614221,20,824,0.024271844660194174,0,0,0,12,1,17,9,4.482758620689655,0.07592421912078041,12.618878602834519,0.7012784945491887,0.6523015634664844,0.4,0,0,77,0.6894108216511307,0,0.24538065682796126,1
user468_genuine_656,137,3601.0,0.03804498750347126,101,948,0.10654008438818566,1,0,0,19,1,7,5,8.75912408759124,0.6808110609255471,75.82297285033889,4.665685650238726,0.6279063867102355,0.6,0,1,136,0.46639361736038054,0,0.3004334073720241,0
user157_genuine_241,16064,4227.0,3.8003312041637094,79,364,0.21703296703296704,0,1,230,19,1,2582,557,19.54058764940239,0.5017482012368754,14.460625159685707,3.7003267659854866,0.48672714870401423,0.8,0,0,136,0.4642385197392249,1,0.45971063930512557,0
user1295_genuine_546,13572,24178.01263133201,0.5613364591600966,231,2086,0.11073825503355705,0,1,187,20,1,782,52,6.14500442086649,0.8140451020146349,134.08011236138,3.3719541209260475,0.011568676603048722,0.8,0,1,343,0.9117814217352833,0,0.16519719708648256,0
user497_genuine_803,81948,3347.0,24.484015536301165,474,1004,0.4721115537848606,1,1,234,19,1,8282,4246,15.287743447063992,0.9723242249402577,110.34579126742317,2.117127961957441,0.5160078523932539,1.0,0,0,128,0.590589657738585,0,0.10778189082068035,0
bot_1990_838,286,3707.0,0.0771513353115727,28,110,0.2545454545454545,1,1,78,12,1,25,8,11.538461538461538,0.21457892631856776,11.887603230252314,0.9119482250911233,0.9158505033622968,1.0,0,0,167,0.6528440701579137,0,0.02259865769413928,1
bot_190_606,259,1938.0,0.13364293085655315,18,57,0.3157894736842105,1,1,132,11,1,0,0,0.0,0.1630545165143787,13.374011811607037,1.7063361880946983,0.918474245711238,1.0,0,0,74,0.3706288934648683,0,0.6308588449381943,1
bot_706_574,1343,3760.0,0.3571808510638298,33,89,0.3707865168539326,0,0,0,11,1,238,54,21.742367833209233,0.002633784426335317,11.072530191413682,0.7672048967315258,0.6760750801693557,0.4,0,0,49,0.0876239474723231,0,0.9666676467690754,0
user373_genuine_102,1263,1161.047256318881,1.0878110198583664,176,407,0.43243243243243246,1,1,42,19,1,126,68,15.36025336500396,0.48599868821518954,118.1029930579911,3.690229745033252,0.0005734869652638253,1.0,0,0,317,0.2335804342223592,0,0.026474095586424717,1
user79_genuine_333,150,233.92301353413814,0.6412366091466644,188,1148,0.16376306620209058,0,1,234,18,1,24,9,22.0,0.30462157008648894,62.81806133765191,2.0283657224527385,0.27705741487120283,0.8,0,1,335,0.8252861082328968,0,0.6596709133715631,0
user1553_genuine_360,34529,4931.0,7.002433583451633,635,1464,0.4337431693989071,1,0,0,20,1,3813,2266,17.60549103652003,0.32830352583048183,147.43555657636986,3.32145297117111,0.6755113429606411,0.6,0,1,85,0.9838980363600176,0,0.4837401548863952,0
user1669_genuine_331,155,113.27229357241823,1.3683840514883194,1341,2247,0.5967957276368492,0,1,198,20,1,22,4,16.7741935483871,0.6138541917483646,120.46379984766871,2.600841435693026,0.417354104152206,0.8,0,1,61,0.1471196841463841,4,0.630303259208987,0
user2131_genuine_863,67,4539.0,0.01476096056400088,248,1240,0.2,0,1,198,20,1,0,0,0.0,0.6044587856390699,138.42835189725687,3.000874848667899,0.41604306625163096,0.8,0,1,167,0.17320622904773542,0,0.13644205942097687,0
bot_1689_998,395,4891.0,0.08076058065835208,42,77,0.5454545454545454,1,1,129,12,1,59,9,17.21518987341772,0.004319352946466337,10.78587928391217,1.3662455278929264,0.8323878571294165,1.0,0,0,227,0.22451554784661154,0,0.1815209654981073,1
user465_genuine_261,100,154.66912382516531,0.6465414526627685,593,1773,0.3344613649182177,1,0,0,19,1,15,5,20.0,0.11652015194122761,57.49642113129391,3.261546460445169,0.007475962788995361,0.6,0,1,176,0.5176786682309572,1,0.4615652500210254,0
user248_genuine_231,77778,2933.0,26.518240709171497,669,1617,0.4137291280148423,0,0,0,19,1,3346,3904,9.321401938851604,0.12920596911160814,43.9347046275526,1.6894741558001476,0.3193008803559729,0.4,0,1,8,0.9185216027705179,0,0.2371691151233937,1
user931_genuine_217,72,80.176966931933,0.8980135162898478,573,2117,0.2706660368445914,1,1,198,19,1,8,0,11.11111111111111,0.1709700061401726,161.64451453530936,4.574903878120466,0.7498901378200351,1.0,0,0,21,0.9246447125824141,0,0.6134859420056374,0
