account_id,username,account_age_days,posts,followers,following,has_profile_picture,bio_length,avg_likes_per_post,avg_comments_per_post,follow_back_ratio,username_pattern,activity_pattern,network_pattern,label
acc_940472,isabella_yoga,4,48,1545,166,0,28,26,1,9.30722891566265,normal,normal,fake_follower_spike,suspicious
acc_517763,james_sports,1594,0,0,4067,1,36,0,0,0.0,normal,normal,normal,genuine
acc_234921,user_44088,924,40,43,9561,1,33,0,3,0.004497437506536973,normal,burst,mass_following,suspicious
acc_989173,user_5998888,1968,3241,396,558,0,28,9,2,0.7096774193548387,normal,repetitive,normal,suspicious
acc_397380,john_photo,1084,20,0,584,1,0,10,2,0.0,normal,normal,normal,genuine
acc_904260,lily_food,1400,37,386,6447,0,39,3,1,0.05987280905847681,normal,burst,mass_following,suspicious
acc_582732,jessica_reads_272,1504,0,39,952,1,32,0,0,0.04096638655462185,normal,normal,normal,genuine
acc_424333,emma_tech_285,2493,50,46,213,1,26,7,5,0.215962441314554,normal,normal,normal,genuine
acc_332919,olivia_art,2141,17,0,663,1,27,8,3,0.0,normal,normal,normal,genuine
acc_308894,david_gym,437,16,1360,0,1,37,127,26,0.0,normal,normal,normal,genuine
